INFO:2022-08-24 20:49:20,286:autoreload:run_with_reloader:677:Watching for file changes with StatReloader
INFO:2022-08-25 02:02:02,498:autoreload:run_with_reloader:677:Watching for file changes with StatReloader
INFO:2022-08-25 02:07:53,441:autoreload:run_with_reloader:677:Watching for file changes with StatReloader
INFO:2022-08-25 02:12:54,571:autoreload:run_with_reloader:677:Watching for file changes with StatReloader
INFO:2022-08-25 02:30:16,951:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:30:16,957:basehttp:log_message:187:"GET /student/ HTTP/1.1" 200 2
INFO:2022-08-25 02:30:18,797:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:30:18,803:basehttp:log_message:187:"GET /student/ HTTP/1.1" 200 2
INFO:2022-08-25 02:30:19,942:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:30:19,948:basehttp:log_message:187:"GET /student/ HTTP/1.1" 200 2
INFO:2022-08-25 02:30:23,727:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:30:23,732:basehttp:log_message:187:"GET /student/ HTTP/1.1" 200 2
INFO:2022-08-25 02:32:44,223:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:32:44,229:basehttp:log_message:187:"GET /student/ HTTP/1.1" 200 2
INFO:2022-08-25 02:33:27,524:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:33:27,613:basehttp:log_message:187:"POST /student/ HTTP/1.1" 201 353
INFO:2022-08-25 02:33:27,784:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:33:27,958:connector:get_teacher_name:25:Teacher service API auth response: 200
INFO:2022-08-25 02:33:27,964:connector:get_teacher_name:35:Teacher service API data response: 404
INFO:2022-08-25 02:33:27,964:views:retrieve:34:Class teacher name fetched successfully updated to the response: {'id': 33, 'name': 'Harshit', 'dob': '2022-08-25', 'gender': 'Male', 'father_name': 'dasda', 'mother_name': 'dada', 'sibilings': 1, 'address': 'dada', 'parent_mobile': 1234567890, 'date_of_joining': '2022-08-26', 'mode_of_stay': 'DayScholer', 'fees': 23232, 'class_teacher_id': 0, 'created_dtm': '2022-08-25T02:33:27.529770+05:30', 'updated_dtm': '2022-08-25T02:33:27.530747+05:30', 'class_teacher_name': None}
INFO:2022-08-25 02:33:27,965:basehttp:log_message:187:"GET /student/33/ HTTP/1.1" 200 379
INFO:2022-08-25 02:33:30,624:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:33:30,795:connector:get_teacher_name:25:Teacher service API auth response: 200
INFO:2022-08-25 02:33:30,802:connector:get_teacher_name:35:Teacher service API data response: 404
INFO:2022-08-25 02:33:30,802:views:retrieve:34:Class teacher name fetched successfully updated to the response: {'id': 33, 'name': 'Harshit', 'dob': '2022-08-25', 'gender': 'Male', 'father_name': 'dasda', 'mother_name': 'dada', 'sibilings': 1, 'address': 'dada', 'parent_mobile': 1234567890, 'date_of_joining': '2022-08-26', 'mode_of_stay': 'DayScholer', 'fees': 23232, 'class_teacher_id': 0, 'created_dtm': '2022-08-25T02:33:27.529770+05:30', 'updated_dtm': '2022-08-25T02:33:27.530747+05:30', 'class_teacher_name': None}
INFO:2022-08-25 02:33:30,803:basehttp:log_message:187:"GET /student/33/ HTTP/1.1" 200 379
INFO:2022-08-25 02:33:36,213:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:33:36,249:basehttp:log_message:187:"PUT /student/33/ HTTP/1.1" 200 354
INFO:2022-08-25 02:33:36,439:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:33:36,613:connector:get_teacher_name:25:Teacher service API auth response: 200
INFO:2022-08-25 02:33:36,619:connector:get_teacher_name:35:Teacher service API data response: 200
INFO:2022-08-25 02:33:36,619:views:retrieve:34:Class teacher name fetched successfully updated to the response: {'id': 33, 'name': 'Harshit', 'dob': '2022-08-25', 'gender': 'Male', 'father_name': 'dasda', 'mother_name': 'dada', 'sibilings': 1, 'address': 'dada', 'parent_mobile': 1234567890, 'date_of_joining': '2022-08-26', 'mode_of_stay': 'DayScholer', 'fees': 23232, 'class_teacher_id': 10, 'created_dtm': '2022-08-25T02:33:27.529770+05:30', 'updated_dtm': '2022-08-25T02:33:36.219443+05:30', 'class_teacher_name': 'Vijay Tripathi'}
INFO:2022-08-25 02:33:36,620:basehttp:log_message:187:"GET /student/33/ HTTP/1.1" 200 392
INFO:2022-08-25 02:33:38,779:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:33:38,785:basehttp:log_message:187:"GET /student/ HTTP/1.1" 200 356
INFO:2022-08-25 02:33:46,020:basehttp:log_message:187:"POST /auth/ HTTP/1.1" 200 52
INFO:2022-08-25 02:33:46,190:connector:get_teacher_name:25:Teacher service API auth response: 200
INFO:2022-08-25 02:33:46,197:connector:get_teacher_name:35:Teacher service API data response: 200
INFO:2022-08-25 02:33:46,197:views:retrieve:34:Class teacher name fetched successfully updated to the response: {'id': 33, 'name': 'Harshit', 'dob': '2022-08-25', 'gender': 'Male', 'father_name': 'dasda', 'mother_name': 'dada', 'sibilings': 1, 'address': 'dada', 'parent_mobile': 1234567890, 'date_of_joining': '2022-08-26', 'mode_of_stay': 'DayScholer', 'fees': 23232, 'class_teacher_id': 10, 'created_dtm': '2022-08-25T02:33:27.529770+05:30', 'updated_dtm': '2022-08-25T02:33:36.219443+05:30', 'class_teacher_name': 'Vijay Tripathi'}
INFO:2022-08-25 02:33:46,198:basehttp:log_message:187:"GET /student/33/ HTTP/1.1" 200 392
